name,sku,category,price,cost,stock,minStock
"Colgate - Crispy Potato Chips Salted 150g (Variant #36)",SMP-1249,SNACKS,115.22,82.3,243,15
"Kelloggs - Whole Wheat Chakki Atta 5kg (Variant #36)",SMP-1250,STAPLES,117.11,83.65,254,15
"Nestle - Triple Action Toothpaste 150g (Variant #36)",SMP-1251,PERSONAL CARE,119,85,15,15
"Dabur - Soft 2-Ply Facial Tissues 200s (Variant #36)",SMP-1252,HOUSEHOLD,120.89,86.35,26,15
"Britannia - Energy Drink 250ml (Variant #37)",SMP-1253,BEVERAGES,3.78,2.7,37,15
"Amul - Multigrain Toast Rusk 300g (Variant #37)",SMP-1254,BAKERY,5.67,4.05,48,15
"Sunfeast - Low Fat Slim Milk 1L (Variant #37)",SMP-1255,DAIRY,7.56,5.4,59,15
"Parle - Trail Mix Dried Fruit 250g (Variant #37)",SMP-1256,SNACKS,9.45,6.75,70,15
"Pepsico - Premium Extra Long Basmati Rice 5kg (Variant #37)",SMP-1257,STAPLES,11.34,8.1,81,15
"Unilever - Moisturizing Bath Soap 125g (Variant #37)",SMP-1258,PERSONAL CARE,13.23,9.45,92,15
"Colgate - Concentrated Laundry Detergent 1L (Variant #37)",SMP-1259,HOUSEHOLD,15.12,10.8,103,15
"Kelloggs - Green Tea Mint 25 Bags (Variant #38)",SMP-1260,BEVERAGES,17.01,12.15,114,15
"Nestle - Vanilla Sponge Cake 400g (Variant #38)",SMP-1261,BAKERY,18.9,13.5,125,15
"Dabur - Heavy Whipping Cream 250ml (Variant #38)",SMP-1262,DAIRY,20.79,14.85,136,15
"Britannia - Pretzel Thins Sea Salt 120g (Variant #38)",SMP-1263,SNACKS,22.68,16.2,147,15
"Amul - Raw Organic Honey 500g (Variant #38)",SMP-1264,STAPLES,24.57,17.55,158,15
"Sunfeast - Herbal Nourishing Shampoo 400ml (Variant #38)",SMP-1265,PERSONAL CARE,26.46,18.9,169,15
"Parle - Disinfectant Floor Cleaner 1L (Variant #38)",SMP-1266,HOUSEHOLD,28.35,20.25,180,15
"Pepsico - Arabica Dark Roast Coffee 250g (Variant #39)",SMP-1267,BEVERAGES,30.24,21.6,191,15
"Unilever - Chocolate Muffin 2 Pack (Variant #39)",SMP-1268,BAKERY,32.13,22.95,202,15
"Colgate - Organic Cottage Cheese 250g (Variant #39)",SMP-1269,DAIRY,34.02,24.3,213,15
"Kelloggs - Nachos Cheese Flavour 150g (Variant #39)",SMP-1270,SNACKS,35.91,25.65,224,15
"Nestle - Pure Cane White Sugar 1kg (Variant #39)",SMP-1271,STAPLES,37.8,27,235,15
"Dabur - Antiseptic Liquid Handwash 250ml (Variant #39)",SMP-1272,PERSONAL CARE,39.69,28.35,246,15
"Britannia - Lemon Dishwashing Gel 750ml (Variant #39)",SMP-1273,HOUSEHOLD,41.58,29.7,257,15
"Amul - Sparkling Lime Water 500ml (Variant #40)",SMP-1274,BEVERAGES,43.47,31.05,18,15
"Sunfeast - Butter Croissants 4 Pack (Variant #40)",SMP-1275,BAKERY,45.36,32.4,29,15
"Parle - Unsalted Cultured Butter 500g (Variant #40)",SMP-1276,DAIRY,47.25,33.75,40,15
"Pepsico - Honey Roasted Cashews 150g (Variant #40)",SMP-1277,SNACKS,49.14,35.1,51,15
"Unilever - Pink Himalayan Salt 1kg (Variant #40)",SMP-1278,STAPLES,51.03,36.45,62,15
"Colgate - Aloe Vera Hair Conditioner 200ml (Variant #40)",SMP-1279,PERSONAL CARE,52.92,37.8,73,15
"Kelloggs - Fabric Softener Fresh 1L (Variant #40)",SMP-1280,HOUSEHOLD,54.81,39.15,84,15
"Nestle - Organic Orange Juice 1L (Variant #41)",SMP-1281,BEVERAGES,56.7,40.5,95,15
"Dabur - Artisanal Sourdough Loaf (Variant #41)",SMP-1282,BAKERY,58.59,41.85,106,15
"Britannia - Aged Cheddar Cheese Slice 200g (Variant #41)",SMP-1283,DAIRY,60.48,43.2,117,15
"Amul - Oatmeal Raisin Cookies 250g (Variant #41)",SMP-1284,SNACKS,62.37,44.55,128,15
"Sunfeast - Refined Sunflower Cooking Oil 1L (Variant #41)",SMP-1285,STAPLES,64.26,45.9,139,15
"Parle - Deep Moisture Body Lotion 400ml (Variant #41)",SMP-1286,PERSONAL CARE,66.15,47.25,150,15
"Pepsico - Microfiber Cleaning Cloth 4 Pack (Variant #41)",SMP-1287,HOUSEHOLD,68.04,48.6,161,15
"Unilever - Mango Nectar Juice 1L (Variant #42)",SMP-1288,BEVERAGES,69.93,49.95,172,15
"Colgate - Whole Wheat Sandwich Bread (Variant #42)",SMP-1289,BAKERY,71.82,51.3,183,15
"Kelloggs - Greek Yogurt Strawberry 200g (Variant #42)",SMP-1290,DAIRY,73.71,52.65,194,15
"Nestle - 70% Dark Belgian Chocolate 100g (Variant #42)",SMP-1291,SNACKS,75.6,54,205,15
"Dabur - Extra Virgin Olive Oil 1L (Variant #42)",SMP-1292,STAPLES,77.49,55.35,216,15
"Britannia - Hydrating Hand Sanitizer 250ml (Variant #42)",SMP-1293,PERSONAL CARE,79.38,56.7,227,15
"Amul - Multi-Surface Cleaner Spray 500ml (Variant #42)",SMP-1294,HOUSEHOLD,81.27,58.05,238,15
"Sunfeast - Pure Coconut Water 330ml (Variant #43)",SMP-1295,BEVERAGES,83.16,59.4,249,15
"Parle - Gluten Free Oat Bread (Variant #43)",SMP-1296,BAKERY,85.05,60.75,260,15
"Pepsico - Fresh Full Cream Milk 1L (Variant #43)",SMP-1297,DAIRY,86.94,62.1,21,15
"Unilever - Roasted Salted Almonds 200g (Variant #43)",SMP-1298,SNACKS,88.83,63.45,32,15
"Colgate - Organic Toor Dal 1kg (Variant #43)",SMP-1299,STAPLES,90.72,64.8,43,15
"Kelloggs - Gentle Foaming Face Wash 100ml (Variant #43)",SMP-1300,PERSONAL CARE,92.61,66.15,54,15
"Nestle - Heavy Duty Garbage Bags 30s (Variant #43)",SMP-1301,HOUSEHOLD,94.5,67.5,65,15
"Dabur - Almond Milk Unsweetened 1L (Variant #44)",SMP-1302,BEVERAGES,96.39,68.85,76,15
"Britannia - Blueberry Bagels 4 Pack (Variant #44)",SMP-1303,BAKERY,98.28,70.2,87,15
"Amul - Gouda Cheese Block 200g (Variant #44)",SMP-1304,DAIRY,100.17,71.55,98,15
"Sunfeast - Crispy Potato Chips Salted 150g (Variant #44)",SMP-1305,SNACKS,102.06,72.9,109,15
"Parle - Whole Wheat Chakki Atta 5kg (Variant #44)",SMP-1306,STAPLES,103.95,74.25,120,15
"Pepsico - Triple Action Toothpaste 150g (Variant #44)",SMP-1307,PERSONAL CARE,105.84,75.6,131,15
"Unilever - Soft 2-Ply Facial Tissues 200s (Variant #44)",SMP-1308,HOUSEHOLD,107.73,76.95,142,15
"Colgate - Energy Drink 250ml (Variant #45)",SMP-1309,BEVERAGES,109.62,78.3,153,15
"Kelloggs - Multigrain Toast Rusk 300g (Variant #45)",SMP-1310,BAKERY,111.51,79.65,164,15
"Nestle - Low Fat Slim Milk 1L (Variant #45)",SMP-1311,DAIRY,113.4,81,175,15
"Dabur - Trail Mix Dried Fruit 250g (Variant #45)",SMP-1312,SNACKS,115.29,82.35,186,15
"Britannia - Premium Extra Long Basmati Rice 5kg (Variant #45)",SMP-1313,STAPLES,117.18,83.7,197,15
"Amul - Moisturizing Bath Soap 125g (Variant #45)",SMP-1314,PERSONAL CARE,119.07,85.05,208,15
"Sunfeast - Concentrated Laundry Detergent 1L (Variant #45)",SMP-1315,HOUSEHOLD,120.96,86.4,219,15
"Parle - Green Tea Mint 25 Bags (Variant #46)",SMP-1316,BEVERAGES,3.85,2.75,230,15
"Pepsico - Vanilla Sponge Cake 400g (Variant #46)",SMP-1317,BAKERY,5.74,4.1,241,15
"Unilever - Heavy Whipping Cream 250ml (Variant #46)",SMP-1318,DAIRY,7.63,5.45,252,15
"Colgate - Pretzel Thins Sea Salt 120g (Variant #46)",SMP-1319,SNACKS,9.52,6.8,263,15
"Kelloggs - Raw Organic Honey 500g (Variant #46)",SMP-1320,STAPLES,11.41,8.15,24,15
"Nestle - Herbal Nourishing Shampoo 400ml (Variant #46)",SMP-1321,PERSONAL CARE,13.3,9.5,35,15
"Dabur - Disinfectant Floor Cleaner 1L (Variant #46)",SMP-1322,HOUSEHOLD,15.19,10.85,46,15
"Britannia - Arabica Dark Roast Coffee 250g (Variant #47)",SMP-1323,BEVERAGES,17.08,12.2,57,15
"Amul - Chocolate Muffin 2 Pack (Variant #47)",SMP-1324,BAKERY,18.97,13.55,68,15
"Sunfeast - Organic Cottage Cheese 250g (Variant #47)",SMP-1325,DAIRY,20.86,14.9,79,15
"Parle - Nachos Cheese Flavour 150g (Variant #47)",SMP-1326,SNACKS,22.75,16.25,90,15
"Pepsico - Pure Cane White Sugar 1kg (Variant #47)",SMP-1327,STAPLES,24.64,17.6,101,15
"Unilever - Antiseptic Liquid Handwash 250ml (Variant #47)",SMP-1328,PERSONAL CARE,26.53,18.95,112,15
"Colgate - Lemon Dishwashing Gel 750ml (Variant #47)",SMP-1329,HOUSEHOLD,28.42,20.3,123,15
"Kelloggs - Sparkling Lime Water 500ml (Variant #48)",SMP-1330,BEVERAGES,30.31,21.65,134,15
"Nestle - Butter Croissants 4 Pack (Variant #48)",SMP-1331,BAKERY,32.2,23,145,15
"Dabur - Unsalted Cultured Butter 500g (Variant #48)",SMP-1332,DAIRY,34.09,24.35,156,15
"Britannia - Honey Roasted Cashews 150g (Variant #48)",SMP-1333,SNACKS,35.98,25.7,167,15
"Amul - Pink Himalayan Salt 1kg (Variant #48)",SMP-1334,STAPLES,37.87,27.05,178,15
"Sunfeast - Aloe Vera Hair Conditioner 200ml (Variant #48)",SMP-1335,PERSONAL CARE,39.76,28.4,189,15
"Parle - Fabric Softener Fresh 1L (Variant #48)",SMP-1336,HOUSEHOLD,41.65,29.75,200,15
"Pepsico - Organic Orange Juice 1L (Variant #49)",SMP-1337,BEVERAGES,43.54,31.1,211,15
"Unilever - Artisanal Sourdough Loaf (Variant #49)",SMP-1338,BAKERY,45.43,32.45,222,15
"Colgate - Aged Cheddar Cheese Slice 200g (Variant #49)",SMP-1339,DAIRY,47.32,33.8,233,15
"Kelloggs - Oatmeal Raisin Cookies 250g (Variant #49)",SMP-1340,SNACKS,49.21,35.15,244,15
"Nestle - Refined Sunflower Cooking Oil 1L (Variant #49)",SMP-1341,STAPLES,51.1,36.5,255,15
"Dabur - Deep Moisture Body Lotion 400ml (Variant #49)",SMP-1342,PERSONAL CARE,52.99,37.85,16,15
"Britannia - Microfiber Cleaning Cloth 4 Pack (Variant #49)",SMP-1343,HOUSEHOLD,54.88,39.2,27,15
"Amul - Mango Nectar Juice 1L (Variant #50)",SMP-1344,BEVERAGES,56.77,40.55,38,15
"Sunfeast - Whole Wheat Sandwich Bread (Variant #50)",SMP-1345,BAKERY,58.66,41.9,49,15
"Parle - Greek Yogurt Strawberry 200g (Variant #50)",SMP-1346,DAIRY,60.55,43.25,60,15
"Pepsico - 70% Dark Belgian Chocolate 100g (Variant #50)",SMP-1347,SNACKS,62.44,44.6,71,15
"Unilever - Extra Virgin Olive Oil 1L (Variant #50)",SMP-1348,STAPLES,64.33,45.95,82,15
"Colgate - Hydrating Hand Sanitizer 250ml (Variant #50)",SMP-1349,PERSONAL CARE,66.22,47.3,93,15
"Kelloggs - Multi-Surface Cleaner Spray 500ml (Variant #50)",SMP-1350,HOUSEHOLD,68.11,48.65,104,15
"Nestle - Pure Coconut Water 330ml (Variant #51)",SMP-1351,BEVERAGES,70,50,115,15
"Dabur - Gluten Free Oat Bread (Variant #51)",SMP-1352,BAKERY,71.89,51.35,126,15
"Britannia - Fresh Full Cream Milk 1L (Variant #51)",SMP-1353,DAIRY,73.78,52.7,137,15
"Amul - Roasted Salted Almonds 200g (Variant #51)",SMP-1354,SNACKS,75.67,54.05,148,15
"Sunfeast - Organic Toor Dal 1kg (Variant #51)",SMP-1355,STAPLES,77.56,55.4,159,15
"Parle - Gentle Foaming Face Wash 100ml (Variant #51)",SMP-1356,PERSONAL CARE,79.45,56.75,170,15
"Pepsico - Heavy Duty Garbage Bags 30s (Variant #51)",SMP-1357,HOUSEHOLD,81.34,58.1,181,15
"Unilever - Almond Milk Unsweetened 1L (Variant #52)",SMP-1358,BEVERAGES,83.23,59.45,192,15
"Colgate - Blueberry Bagels 4 Pack (Variant #52)",SMP-1359,BAKERY,85.12,60.8,203,15
"Kelloggs - Gouda Cheese Block 200g (Variant #52)",SMP-1360,DAIRY,87.01,62.15,214,15
"Nestle - Crispy Potato Chips Salted 150g (Variant #52)",SMP-1361,SNACKS,88.9,63.5,225,15
"Dabur - Whole Wheat Chakki Atta 5kg (Variant #52)",SMP-1362,STAPLES,90.79,64.85,236,15
"Britannia - Triple Action Toothpaste 150g (Variant #52)",SMP-1363,PERSONAL CARE,92.68,66.2,247,15
"Amul - Soft 2-Ply Facial Tissues 200s (Variant #52)",SMP-1364,HOUSEHOLD,94.57,67.55,258,15
"Sunfeast - Energy Drink 250ml (Variant #53)",SMP-1365,BEVERAGES,96.46,68.9,19,15
"Parle - Multigrain Toast Rusk 300g (Variant #53)",SMP-1366,BAKERY,98.35,70.25,30,15
"Pepsico - Low Fat Slim Milk 1L (Variant #53)",SMP-1367,DAIRY,100.24,71.6,41,15
"Unilever - Trail Mix Dried Fruit 250g (Variant #53)",SMP-1368,SNACKS,102.13,72.95,52,15
"Colgate - Premium Extra Long Basmati Rice 5kg (Variant #53)",SMP-1369,STAPLES,104.02,74.3,63,15
"Kelloggs - Moisturizing Bath Soap 125g (Variant #53)",SMP-1370,PERSONAL CARE,105.91,75.65,74,15
"Nestle - Concentrated Laundry Detergent 1L (Variant #53)",SMP-1371,HOUSEHOLD,107.8,77,85,15
"Dabur - Green Tea Mint 25 Bags (Variant #54)",SMP-1372,BEVERAGES,109.69,78.35,96,15
"Britannia - Vanilla Sponge Cake 400g (Variant #54)",SMP-1373,BAKERY,111.58,79.7,107,15
"Amul - Heavy Whipping Cream 250ml (Variant #54)",SMP-1374,DAIRY,113.47,81.05,118,15
"Sunfeast - Pretzel Thins Sea Salt 120g (Variant #54)",SMP-1375,SNACKS,115.36,82.4,129,15
"Parle - Raw Organic Honey 500g (Variant #54)",SMP-1376,STAPLES,117.25,83.75,140,15
"Pepsico - Herbal Nourishing Shampoo 400ml (Variant #54)",SMP-1377,PERSONAL CARE,119.14,85.1,151,15
"Unilever - Disinfectant Floor Cleaner 1L (Variant #54)",SMP-1378,HOUSEHOLD,121.03,86.45,162,15
"Colgate - Arabica Dark Roast Coffee 250g (Variant #55)",SMP-1379,BEVERAGES,3.92,2.8,173,15
"Kelloggs - Chocolate Muffin 2 Pack (Variant #55)",SMP-1380,BAKERY,5.81,4.15,184,15
"Nestle - Organic Cottage Cheese 250g (Variant #55)",SMP-1381,DAIRY,7.7,5.5,195,15
"Dabur - Nachos Cheese Flavour 150g (Variant #55)",SMP-1382,SNACKS,9.59,6.85,206,15
"Britannia - Pure Cane White Sugar 1kg (Variant #55)",SMP-1383,STAPLES,11.48,8.2,217,15
"Amul - Antiseptic Liquid Handwash 250ml (Variant #55)",SMP-1384,PERSONAL CARE,13.37,9.55,228,15
"Sunfeast - Lemon Dishwashing Gel 750ml (Variant #55)",SMP-1385,HOUSEHOLD,15.26,10.9,239,15
"Parle - Sparkling Lime Water 500ml (Variant #56)",SMP-1386,BEVERAGES,17.15,12.25,250,15
"Pepsico - Butter Croissants 4 Pack (Variant #56)",SMP-1387,BAKERY,19.04,13.6,261,15
"Unilever - Unsalted Cultured Butter 500g (Variant #56)",SMP-1388,DAIRY,20.93,14.95,22,15
"Colgate - Honey Roasted Cashews 150g (Variant #56)",SMP-1389,SNACKS,22.82,16.3,33,15
"Kelloggs - Pink Himalayan Salt 1kg (Variant #56)",SMP-1390,STAPLES,24.71,17.65,44,15
"Nestle - Aloe Vera Hair Conditioner 200ml (Variant #56)",SMP-1391,PERSONAL CARE,26.6,19,55,15
"Dabur - Fabric Softener Fresh 1L (Variant #56)",SMP-1392,HOUSEHOLD,28.49,20.35,66,15
"Britannia - Organic Orange Juice 1L (Variant #57)",SMP-1393,BEVERAGES,30.38,21.7,77,15
"Amul - Artisanal Sourdough Loaf (Variant #57)",SMP-1394,BAKERY,32.27,23.05,88,15
"Sunfeast - Aged Cheddar Cheese Slice 200g (Variant #57)",SMP-1395,DAIRY,34.16,24.4,99,15
"Parle - Oatmeal Raisin Cookies 250g (Variant #57)",SMP-1396,SNACKS,36.05,25.75,110,15
"Pepsico - Refined Sunflower Cooking Oil 1L (Variant #57)",SMP-1397,STAPLES,37.94,27.1,121,15
"Unilever - Deep Moisture Body Lotion 400ml (Variant #57)",SMP-1398,PERSONAL CARE,39.83,28.45,132,15
"Colgate - Microfiber Cleaning Cloth 4 Pack (Variant #57)",SMP-1399,HOUSEHOLD,41.72,29.8,143,15
"Kelloggs - Mango Nectar Juice 1L (Variant #58)",SMP-1400,BEVERAGES,43.61,31.15,154,15
"Nestle - Whole Wheat Sandwich Bread (Variant #58)",SMP-1401,BAKERY,45.5,32.5,165,15
"Dabur - Greek Yogurt Strawberry 200g (Variant #58)",SMP-1402,DAIRY,47.39,33.85,176,15
"Britannia - 70% Dark Belgian Chocolate 100g (Variant #58)",SMP-1403,SNACKS,49.28,35.2,187,15
"Amul - Extra Virgin Olive Oil 1L (Variant #58)",SMP-1404,STAPLES,51.17,36.55,198,15
"Sunfeast - Hydrating Hand Sanitizer 250ml (Variant #58)",SMP-1405,PERSONAL CARE,53.06,37.9,209,15
"Parle - Multi-Surface Cleaner Spray 500ml (Variant #58)",SMP-1406,HOUSEHOLD,54.95,39.25,220,15
"Pepsico - Pure Coconut Water 330ml (Variant #59)",SMP-1407,BEVERAGES,56.84,40.6,231,15
"Unilever - Gluten Free Oat Bread (Variant #59)",SMP-1408,BAKERY,58.73,41.95,242,15
"Colgate - Fresh Full Cream Milk 1L (Variant #59)",SMP-1409,DAIRY,60.62,43.3,253,15
"Kelloggs - Roasted Salted Almonds 200g (Variant #59)",SMP-1410,SNACKS,62.51,44.65,264,15
"Nestle - Organic Toor Dal 1kg (Variant #59)",SMP-1411,STAPLES,64.4,46,25,15
"Dabur - Gentle Foaming Face Wash 100ml (Variant #59)",SMP-1412,PERSONAL CARE,66.29,47.35,36,15
"Britannia - Heavy Duty Garbage Bags 30s (Variant #59)",SMP-1413,HOUSEHOLD,68.18,48.7,47,15
"Amul - Almond Milk Unsweetened 1L (Variant #60)",SMP-1414,BEVERAGES,70.07,50.05,58,15
"Sunfeast - Blueberry Bagels 4 Pack (Variant #60)",SMP-1415,BAKERY,71.96,51.4,69,15
"Parle - Gouda Cheese Block 200g (Variant #60)",SMP-1416,DAIRY,73.85,52.75,80,15
"Pepsico - Crispy Potato Chips Salted 150g (Variant #60)",SMP-1417,SNACKS,75.74,54.1,91,15
"Unilever - Whole Wheat Chakki Atta 5kg (Variant #60)",SMP-1418,STAPLES,77.63,55.45,102,15
"Colgate - Triple Action Toothpaste 150g (Variant #60)",SMP-1419,PERSONAL CARE,79.52,56.8,113,15
"Kelloggs - Soft 2-Ply Facial Tissues 200s (Variant #60)",SMP-1420,HOUSEHOLD,81.41,58.15,124,15
"Nestle - Energy Drink 250ml (Variant #61)",SMP-1421,BEVERAGES,83.3,59.5,135,15
"Dabur - Multigrain Toast Rusk 300g (Variant #61)",SMP-1422,BAKERY,85.19,60.85,146,15
"Britannia - Low Fat Slim Milk 1L (Variant #61)",SMP-1423,DAIRY,87.08,62.2,157,15
"Amul - Trail Mix Dried Fruit 250g (Variant #61)",SMP-1424,SNACKS,88.97,63.55,168,15
"Sunfeast - Premium Extra Long Basmati Rice 5kg (Variant #61)",SMP-1425,STAPLES,90.86,64.9,179,15
"Parle - Moisturizing Bath Soap 125g (Variant #61)",SMP-1426,PERSONAL CARE,92.75,66.25,190,15
"Pepsico - Concentrated Laundry Detergent 1L (Variant #61)",SMP-1427,HOUSEHOLD,94.64,67.6,201,15
"Unilever - Green Tea Mint 25 Bags (Variant #62)",SMP-1428,BEVERAGES,96.53,68.95,212,15
"Colgate - Vanilla Sponge Cake 400g (Variant #62)",SMP-1429,BAKERY,98.42,70.3,223,15
"Kelloggs - Heavy Whipping Cream 250ml (Variant #62)",SMP-1430,DAIRY,100.31,71.65,234,15
"Nestle - Pretzel Thins Sea Salt 120g (Variant #62)",SMP-1431,SNACKS,102.2,73,245,15
"Dabur - Raw Organic Honey 500g (Variant #62)",SMP-1432,STAPLES,104.09,74.35,256,15
"Britannia - Herbal Nourishing Shampoo 400ml (Variant #62)",SMP-1433,PERSONAL CARE,105.98,75.7,17,15
"Amul - Disinfectant Floor Cleaner 1L (Variant #62)",SMP-1434,HOUSEHOLD,107.87,77.05,28,15
"Sunfeast - Arabica Dark Roast Coffee 250g (Variant #63)",SMP-1435,BEVERAGES,109.76,78.4,39,15
"Parle - Chocolate Muffin 2 Pack (Variant #63)",SMP-1436,BAKERY,111.65,79.75,50,15
"Pepsico - Organic Cottage Cheese 250g (Variant #63)",SMP-1437,DAIRY,113.54,81.1,61,15
"Unilever - Nachos Cheese Flavour 150g (Variant #63)",SMP-1438,SNACKS,115.43,82.45,72,15
"Colgate - Pure Cane White Sugar 1kg (Variant #63)",SMP-1439,STAPLES,117.32,83.8,83,15
"Kelloggs - Antiseptic Liquid Handwash 250ml (Variant #63)",SMP-1440,PERSONAL CARE,119.21,85.15,94,15
"Nestle - Lemon Dishwashing Gel 750ml (Variant #63)",SMP-1441,HOUSEHOLD,121.1,86.5,105,15
"Dabur - Sparkling Lime Water 500ml (Variant #64)",SMP-1442,BEVERAGES,3.99,2.85,116,15
"Britannia - Butter Croissants 4 Pack (Variant #64)",SMP-1443,BAKERY,5.88,4.2,127,15
"Amul - Unsalted Cultured Butter 500g (Variant #64)",SMP-1444,DAIRY,7.77,5.55,138,15
"Sunfeast - Honey Roasted Cashews 150g (Variant #64)",SMP-1445,SNACKS,9.66,6.9,149,15
"Parle - Pink Himalayan Salt 1kg (Variant #64)",SMP-1446,STAPLES,11.55,8.25,160,15
"Pepsico - Aloe Vera Hair Conditioner 200ml (Variant #64)",SMP-1447,PERSONAL CARE,13.44,9.6,171,15
"Unilever - Fabric Softener Fresh 1L (Variant #64)",SMP-1448,HOUSEHOLD,15.33,10.95,182,15
"Colgate - Organic Orange Juice 1L (Variant #65)",SMP-1449,BEVERAGES,17.22,12.3,193,15
"Kelloggs - Artisanal Sourdough Loaf (Variant #65)",SMP-1450,BAKERY,19.11,13.65,204,15
"Nestle - Aged Cheddar Cheese Slice 200g (Variant #65)",SMP-1451,DAIRY,21,15,215,15
"Dabur - Oatmeal Raisin Cookies 250g (Variant #65)",SMP-1452,SNACKS,22.89,16.35,226,15
"Britannia - Refined Sunflower Cooking Oil 1L (Variant #65)",SMP-1453,STAPLES,24.78,17.7,237,15
"Amul - Deep Moisture Body Lotion 400ml (Variant #65)",SMP-1454,PERSONAL CARE,26.67,19.05,248,15
"Sunfeast - Microfiber Cleaning Cloth 4 Pack (Variant #65)",SMP-1455,HOUSEHOLD,28.56,20.4,259,15
"Parle - Mango Nectar Juice 1L (Variant #66)",SMP-1456,BEVERAGES,30.45,21.75,20,15
"Pepsico - Whole Wheat Sandwich Bread (Variant #66)",SMP-1457,BAKERY,32.34,23.1,31,15
"Unilever - Greek Yogurt Strawberry 200g (Variant #66)",SMP-1458,DAIRY,34.23,24.45,42,15
"Colgate - 70% Dark Belgian Chocolate 100g (Variant #66)",SMP-1459,SNACKS,36.12,25.8,53,15
"Kelloggs - Extra Virgin Olive Oil 1L (Variant #66)",SMP-1460,STAPLES,38.01,27.15,64,15
"Nestle - Hydrating Hand Sanitizer 250ml (Variant #66)",SMP-1461,PERSONAL CARE,39.9,28.5,75,15
"Dabur - Multi-Surface Cleaner Spray 500ml (Variant #66)",SMP-1462,HOUSEHOLD,41.79,29.85,86,15
"Britannia - Pure Coconut Water 330ml (Variant #67)",SMP-1463,BEVERAGES,43.68,31.2,97,15
"Amul - Gluten Free Oat Bread (Variant #67)",SMP-1464,BAKERY,45.57,32.55,108,15
"Sunfeast - Fresh Full Cream Milk 1L (Variant #67)",SMP-1465,DAIRY,47.46,33.9,119,15
"Parle - Roasted Salted Almonds 200g (Variant #67)",SMP-1466,SNACKS,49.35,35.25,130,15
"Pepsico - Organic Toor Dal 1kg (Variant #67)",SMP-1467,STAPLES,51.24,36.6,141,15
"Unilever - Gentle Foaming Face Wash 100ml (Variant #67)",SMP-1468,PERSONAL CARE,53.13,37.95,152,15
"Colgate - Heavy Duty Garbage Bags 30s (Variant #67)",SMP-1469,HOUSEHOLD,55.02,39.3,163,15
"Kelloggs - Almond Milk Unsweetened 1L (Variant #68)",SMP-1470,BEVERAGES,56.91,40.65,174,15
"Nestle - Blueberry Bagels 4 Pack (Variant #68)",SMP-1471,BAKERY,58.8,42,185,15
"Dabur - Gouda Cheese Block 200g (Variant #68)",SMP-1472,DAIRY,60.69,43.35,196,15
"Britannia - Crispy Potato Chips Salted 150g (Variant #68)",SMP-1473,SNACKS,62.58,44.7,207,15
"Amul - Whole Wheat Chakki Atta 5kg (Variant #68)",SMP-1474,STAPLES,64.47,46.05,218,15
"Sunfeast - Triple Action Toothpaste 150g (Variant #68)",SMP-1475,PERSONAL CARE,66.36,47.4,229,15
"Parle - Soft 2-Ply Facial Tissues 200s (Variant #68)",SMP-1476,HOUSEHOLD,68.25,48.75,240,15
"Pepsico - Energy Drink 250ml (Variant #69)",SMP-1477,BEVERAGES,70.14,50.1,251,15
"Unilever - Multigrain Toast Rusk 300g (Variant #69)",SMP-1478,BAKERY,72.03,51.45,262,15
"Colgate - Low Fat Slim Milk 1L (Variant #69)",SMP-1479,DAIRY,73.92,52.8,23,15
"Kelloggs - Trail Mix Dried Fruit 250g (Variant #69)",SMP-1480,SNACKS,75.81,54.15,34,15
"Nestle - Premium Extra Long Basmati Rice 5kg (Variant #69)",SMP-1481,STAPLES,77.7,55.5,45,15
"Dabur - Moisturizing Bath Soap 125g (Variant #69)",SMP-1482,PERSONAL CARE,79.59,56.85,56,15
"Britannia - Concentrated Laundry Detergent 1L (Variant #69)",SMP-1483,HOUSEHOLD,81.48,58.2,67,15
"Amul - Green Tea Mint 25 Bags (Variant #70)",SMP-1484,BEVERAGES,83.37,59.55,78,15
"Sunfeast - Vanilla Sponge Cake 400g (Variant #70)",SMP-1485,BAKERY,85.26,60.9,89,15
"Parle - Heavy Whipping Cream 250ml (Variant #70)",SMP-1486,DAIRY,87.15,62.25,100,15
"Pepsico - Pretzel Thins Sea Salt 120g (Variant #70)",SMP-1487,SNACKS,89.04,63.6,111,15
"Unilever - Raw Organic Honey 500g (Variant #70)",SMP-1488,STAPLES,90.93,64.95,122,15
"Colgate - Herbal Nourishing Shampoo 400ml (Variant #70)",SMP-1489,PERSONAL CARE,92.82,66.3,133,15
"Kelloggs - Disinfectant Floor Cleaner 1L (Variant #70)",SMP-1490,HOUSEHOLD,94.71,67.65,144,15
"Nestle - Arabica Dark Roast Coffee 250g (Variant #71)",SMP-1491,BEVERAGES,96.6,69,155,15
"Dabur - Chocolate Muffin 2 Pack (Variant #71)",SMP-1492,BAKERY,98.49,70.35,166,15
"Britannia - Organic Cottage Cheese 250g (Variant #71)",SMP-1493,DAIRY,100.38,71.7,177,15
"Amul - Nachos Cheese Flavour 150g (Variant #71)",SMP-1494,SNACKS,102.27,73.05,188,15
"Sunfeast - Pure Cane White Sugar 1kg (Variant #71)",SMP-1495,STAPLES,104.16,74.4,199,15
"Parle - Antiseptic Liquid Handwash 250ml (Variant #71)",SMP-1496,PERSONAL CARE,106.05,75.75,210,15
